municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-09 13:10:00.0;0,00;
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-09 14:10:00.0;0,00;
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-09 15:10:00.0;0,00;
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-09 16:10:00.0;0,00;
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-09 17:10:00.0;0,00;
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-09 18:10:00.0;0,00;
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-09 19:10:00.0;0,00;
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-09 20:10:00.0;0,00;
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-09 21:10:00.0;0,00;
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-09 22:10:00.0;0,00;
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-09 23:10:00.0;0,00;
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-10 00:10:00.0;0,00;
BELÉM;150140201H;PA;Canal da Quintino Bocaiuva;-48,483548;-1,467778;2020-08-10 01:10:00.0;0,00;
