municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 03:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 04:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 05:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 06:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 07:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 08:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 09:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 10:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 11:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 12:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 13:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 14:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 15:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 16:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 17:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 18:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 19:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 20:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 21:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 22:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-04 23:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 00:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 01:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 02:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 03:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 04:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 05:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 06:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 07:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 08:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 09:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 10:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 11:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 12:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 13:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 14:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 15:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 16:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 17:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 18:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 19:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 21:10:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 21:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 22:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-05 23:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 00:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 01:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 02:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 03:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 04:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 05:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 06:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 07:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 08:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 09:30:00.0;0,00;
